location_project,NearestSite,project,location,Lat,Long,NR,NSR,LUF,AHM,PET,FFP,MAP,MAT,MCMT,MWMT,TrueLat
65-SE_ABMI Ecosystem Health 2016,65,ABMI Ecosystem Health 2016,65-SE,59.318275,-110.953598,Canadian Shield,Kazan Uplands,Lower Athabasca,20.1,413,100,368,-2.6,-24.7,16,59.318275
65-SW_ABMI Ecosystem Health 2016,65,ABMI Ecosystem Health 2016,65-SW,59.318275,-110.953598,Canadian Shield,Kazan Uplands,Lower Athabasca,20.1,413,100,368,-2.6,-24.7,16,59.318275
650-NE_ABMI Ecosystem Health 2016,650,ABMI Ecosystem Health 2016,650-NE,56.229438,-117.110107,Boreal,Dry Mixedwood,Lower Peace,25.3,571,91,411,0.4,-19.5,15.7,56.229438
650-NW_ABMI Ecosystem Health 2016,650,ABMI Ecosystem Health 2016,650-NW,56.229438,-117.110107,Boreal,Dry Mixedwood,Lower Peace,25.3,571,91,411,0.4,-19.5,15.7,56.229438
650-SE_ABMI Ecosystem Health 2016,650,ABMI Ecosystem Health 2016,650-SE,56.229438,-117.110107,Boreal,Dry Mixedwood,Lower Peace,25.3,571,91,411,0.4,-19.5,15.7,56.229438
651-NE_ABMI Ecosystem Health 2017,651,ABMI Ecosystem Health 2017,651-NE,56.221805,-116.832489,Boreal,Central Mixedwood,Lower Peace,23.1,551,88,433,0,-19.8,15.3,56.221805
651-NW_ABMI Ecosystem Health 2017,651,ABMI Ecosystem Health 2017,651-NW,56.221805,-116.832489,Boreal,Central Mixedwood,Lower Peace,23.1,551,88,433,0,-19.8,15.3,56.221805
651-SE_ABMI Ecosystem Health 2017,651,ABMI Ecosystem Health 2017,651-SE,56.221805,-116.832489,Boreal,Central Mixedwood,Lower Peace,23.1,551,88,433,0,-19.8,15.3,56.221805
651-SW_ABMI Ecosystem Health 2017,651,ABMI Ecosystem Health 2017,651-SW,56.221805,-116.832489,Boreal,Central Mixedwood,Lower Peace,23.1,551,88,433,0,-19.8,15.3,56.221805
652-NE_ABMI Ecosystem Health 2017,652,ABMI Ecosystem Health 2017,652-NE,56.165103,-116.444389,Boreal,Central Mixedwood,Lower Peace,21.7,538,89,457,-0.1,-19.6,15.2,56.165103
652-NW_ABMI Ecosystem Health 2017,652,ABMI Ecosystem Health 2017,652-NW,56.165103,-116.444389,Boreal,Central Mixedwood,Lower Peace,21.7,538,89,457,-0.1,-19.6,15.2,56.165103
652-SE_ABMI Ecosystem Health 2017,652,ABMI Ecosystem Health 2017,652-SE,56.165103,-116.444389,Boreal,Central Mixedwood,Lower Peace,21.7,538,89,457,-0.1,-19.6,15.2,56.165103
652-SW_ABMI Ecosystem Health 2017,652,ABMI Ecosystem Health 2017,652-SW,56.165103,-116.444389,Boreal,Central Mixedwood,Lower Peace,21.7,538,89,457,-0.1,-19.6,15.2,56.165103
653-NE_ABMI Ecosystem Health 2017,653,ABMI Ecosystem Health 2017,653-NE,56.148235,-116.120285,Boreal,Central Mixedwood,Lower Peace,21.2,535,90,467,-0.1,-19.6,15.4,56.148235
653-NW_ABMI Ecosystem Health 2017,653,ABMI Ecosystem Health 2017,653-NW,56.148235,-116.120285,Boreal,Central Mixedwood,Lower Peace,21.2,535,90,467,-0.1,-19.6,15.4,56.148235
653-SE_ABMI Ecosystem Health 2017,653,ABMI Ecosystem Health 2017,653-SE,56.148235,-116.120285,Boreal,Central Mixedwood,Lower Peace,21.2,535,90,467,-0.1,-19.6,15.4,56.148235
653-SW_ABMI Ecosystem Health 2017,653,ABMI Ecosystem Health 2017,653-SW,56.148235,-116.120285,Boreal,Central Mixedwood,Lower Peace,21.2,535,90,467,-0.1,-19.6,15.4,56.148235
657-NE_ABMI Ecosystem Health 2016,657,ABMI Ecosystem Health 2016,657-NE,56.028575,-114.892906,Boreal,Central Mixedwood,Lower Peace,20.2,508,100,505,0.2,-19,15.4,56.028575
657-NW_ABMI Ecosystem Health 2016,657,ABMI Ecosystem Health 2016,657-NW,56.028575,-114.892906,Boreal,Central Mixedwood,Lower Peace,20.2,508,100,505,0.2,-19,15.4,56.028575
657-SE_ABMI Ecosystem Health 2016,657,ABMI Ecosystem Health 2016,657-SE,56.028575,-114.892906,Boreal,Central Mixedwood,Lower Peace,20.2,508,100,505,0.2,-19,15.4,56.028575
657-SW_ABMI Ecosystem Health 2016,657,ABMI Ecosystem Health 2016,657-SW,56.028575,-114.892906,Boreal,Central Mixedwood,Lower Peace,20.2,508,100,505,0.2,-19,15.4,56.028575
658-NE_ABMI Ecosystem Health 2016,658,ABMI Ecosystem Health 2016,658-NE,56.046543,-114.521767,Boreal,Central Mixedwood,Lower Peace,20.9,512,99,479,0,-20.2,15.6,56.046543
658-NW_ABMI Ecosystem Health 2016,658,ABMI Ecosystem Health 2016,658-NW,56.046543,-114.521767,Boreal,Central Mixedwood,Lower Peace,20.9,512,99,479,0,-20.2,15.6,56.046543
658-SE_ABMI Ecosystem Health 2016,658,ABMI Ecosystem Health 2016,658-SE,56.046543,-114.521767,Boreal,Central Mixedwood,Lower Peace,20.9,512,99,479,0,-20.2,15.6,56.046543
658-SW_ABMI Ecosystem Health 2016,658,ABMI Ecosystem Health 2016,658-SW,56.046543,-114.521767,Boreal,Central Mixedwood,Lower Peace,20.9,512,99,479,0,-20.2,15.6,56.046543
659-NE_ABMI Ecosystem Health 2016,659,ABMI Ecosystem Health 2016,659-NE,55.977169,-114.198029,Boreal,Central Mixedwood,Lower Peace,19.9,513,95,487,-0.3,-21.4,15.4,55.977169
659-NW_ABMI Ecosystem Health 2016,659,ABMI Ecosystem Health 2016,659-NW,55.977169,-114.198029,Boreal,Central Mixedwood,Lower Peace,19.9,513,95,487,-0.3,-21.4,15.4,55.977169
659-SE_ABMI Ecosystem Health 2016,659,ABMI Ecosystem Health 2016,659-SE,55.977169,-114.198029,Boreal,Central Mixedwood,Lower Peace,19.9,513,95,487,-0.3,-21.4,15.4,55.977169
659-SW_ABMI Ecosystem Health 2016,659,ABMI Ecosystem Health 2016,659-SW,55.977169,-114.198029,Boreal,Central Mixedwood,Lower Peace,19.9,513,95,487,-0.3,-21.4,15.4,55.977169
663-NE_ABMI Ecosystem Health 2015,663,ABMI Ecosystem Health 2015,663-NE,55.847248,-113.027748,Boreal,Central Mixedwood,Lower Peace,21.6,527,92,468,0.1,-19.6,15.7,55.847248
663-NW_ABMI Ecosystem Health 2015,663,ABMI Ecosystem Health 2015,663-NW,55.847248,-113.027748,Boreal,Central Mixedwood,Lower Peace,21.6,527,92,468,0.1,-19.6,15.7,55.847248
663-SE_ABMI Ecosystem Health 2015,663,ABMI Ecosystem Health 2015,663-SE,55.847248,-113.027748,Boreal,Central Mixedwood,Lower Peace,21.6,527,92,468,0.1,-19.6,15.7,55.847248
663-SW_ABMI Ecosystem Health 2015,663,ABMI Ecosystem Health 2015,663-SW,55.847248,-113.027748,Boreal,Central Mixedwood,Lower Peace,21.6,527,92,468,0.1,-19.6,15.7,55.847248
664-NE_ABMI Ecosystem Health 2015,664,ABMI Ecosystem Health 2015,664-NE,55.852993,-112.605179,Boreal,Central Mixedwood,Lower Athabasca,22.7,529,96,458,0.4,-18.8,15.8,55.852993
664-NW_ABMI Ecosystem Health 2015,664,ABMI Ecosystem Health 2015,664-NW,55.852993,-112.605179,Boreal,Central Mixedwood,Lower Athabasca,22.7,529,96,458,0.4,-18.8,15.8,55.852993
664-SE_ABMI Ecosystem Health 2015,664,ABMI Ecosystem Health 2015,664-SE,55.852993,-112.605179,Boreal,Central Mixedwood,Lower Athabasca,22.7,529,96,458,0.4,-18.8,15.8,55.852993
664-SW_ABMI Ecosystem Health 2015,664,ABMI Ecosystem Health 2015,664-SW,55.852993,-112.605179,Boreal,Central Mixedwood,Lower Athabasca,22.7,529,96,458,0.4,-18.8,15.8,55.852993
665-NE_ABMI Ecosystem Health 2015,665,ABMI Ecosystem Health 2015,665-NE,55.799694,-112.317108,Boreal,Central Mixedwood,Lower Athabasca,21.2,519,90,472,0,-19,15.4,55.799694
665-NW_ABMI Ecosystem Health 2015,665,ABMI Ecosystem Health 2015,665-NW,55.799694,-112.317108,Boreal,Central Mixedwood,Lower Athabasca,21.2,519,90,472,0,-19,15.4,55.799694
665-SE_ABMI Ecosystem Health 2015,665,ABMI Ecosystem Health 2015,665-SE,55.799694,-112.317108,Boreal,Central Mixedwood,Lower Athabasca,21.2,519,90,472,0,-19,15.4,55.799694
665-SW_ABMI Ecosystem Health 2015,665,ABMI Ecosystem Health 2015,665-SW,55.799694,-112.317108,Boreal,Central Mixedwood,Lower Athabasca,21.2,519,90,472,0,-19,15.4,55.799694
666-NE_ABMI Ecosystem Health 2017,666,ABMI Ecosystem Health 2017,666-NE,55.765548,-112.066238,Boreal,Lower Boreal Highlands,Lower Athabasca,20.3,515,88,479,-0.3,-19.2,15.2,55.765548
666-NW_ABMI Ecosystem Health 2017,666,ABMI Ecosystem Health 2017,666-NW,55.765548,-112.066238,Boreal,Lower Boreal Highlands,Lower Athabasca,20.3,515,88,479,-0.3,-19.2,15.2,55.765548
666-SE_ABMI Ecosystem Health 2017,666,ABMI Ecosystem Health 2017,666-SE,55.765548,-112.066238,Boreal,Lower Boreal Highlands,Lower Athabasca,20.3,515,88,479,-0.3,-19.2,15.2,55.765548
666-SW_ABMI Ecosystem Health 2017,666,ABMI Ecosystem Health 2017,666-SW,55.765548,-112.066238,Boreal,Lower Boreal Highlands,Lower Athabasca,20.3,515,88,479,-0.3,-19.2,15.2,55.765548
667-NE_ABMI Ecosystem Health 2017,667,ABMI Ecosystem Health 2017,667-NE,55.709445,-111.70414,Boreal,Lower Boreal Highlands,Lower Athabasca,20.2,520,89,480,-0.3,-19.3,15.3,55.709445
667-NW_ABMI Ecosystem Health 2017,667,ABMI Ecosystem Health 2017,667-NW,55.709445,-111.70414,Boreal,Lower Boreal Highlands,Lower Athabasca,20.2,520,89,480,-0.3,-19.3,15.3,55.709445
667-SE_ABMI Ecosystem Health 2017,667,ABMI Ecosystem Health 2017,667-SE,55.709445,-111.70414,Boreal,Lower Boreal Highlands,Lower Athabasca,20.2,520,89,480,-0.3,-19.3,15.3,55.709445
667-SW_ABMI Ecosystem Health 2017,667,ABMI Ecosystem Health 2017,667-SW,55.709445,-111.70414,Boreal,Lower Boreal Highlands,Lower Athabasca,20.2,520,89,480,-0.3,-19.3,15.3,55.709445
668-NE_ABMI Ecosystem Health 2017,668,ABMI Ecosystem Health 2017,668-NE,55.687175,-111.442703,Boreal,Lower Boreal Highlands,Lower Athabasca,20.8,523,92,476,-0.1,-19.4,15.5,55.687175
668-NW_ABMI Ecosystem Health 2017,668,ABMI Ecosystem Health 2017,668-NW,55.687175,-111.442703,Boreal,Lower Boreal Highlands,Lower Athabasca,20.8,523,92,476,-0.1,-19.4,15.5,55.687175
668-SE_ABMI Ecosystem Health 2017,668,ABMI Ecosystem Health 2017,668-SE,55.687175,-111.442703,Boreal,Lower Boreal Highlands,Lower Athabasca,20.8,523,92,476,-0.1,-19.4,15.5,55.687175
668-SW_ABMI Ecosystem Health 2017,668,ABMI Ecosystem Health 2017,668-SW,55.687175,-111.442703,Boreal,Lower Boreal Highlands,Lower Athabasca,20.8,523,92,476,-0.1,-19.4,15.5,55.687175
669-NE_ABMI Ecosystem Health 2018,669,ABMI Ecosystem Health 2018,669-NE,55.63626,-111.128052,Boreal,Central Mixedwood,Lower Athabasca,21.6,519,96,468,0.1,-19,15.6,55.63626
669-SW_ABMI Ecosystem Health 2018,669,ABMI Ecosystem Health 2018,669-SW,55.63626,-111.128052,Boreal,Central Mixedwood,Lower Athabasca,21.6,519,96,468,0.1,-19,15.6,55.63626
670-NE_ABMI Ecosystem Health 2018,670,ABMI Ecosystem Health 2018,670-NE,55.620746,-110.728439,Boreal,Central Mixedwood,Lower Athabasca,21.5,524,98,465,0,-19.8,16,55.620746
670-SW_ABMI Ecosystem Health 2018,670,ABMI Ecosystem Health 2018,670-SW,55.620746,-110.728439,Boreal,Central Mixedwood,Lower Athabasca,21.5,524,98,465,0,-19.8,16,55.620746
671-NE_ABMI Ecosystem Health 2018,671,ABMI Ecosystem Health 2018,671-NE,55.588325,-110.4412,Boreal,Central Mixedwood,Lower Athabasca,21.3,511,98,465,-0.1,-19.7,15.7,55.588325
671-SW_ABMI Ecosystem Health 2018,671,ABMI Ecosystem Health 2018,671-SW,55.588325,-110.4412,Boreal,Central Mixedwood,Lower Athabasca,21.3,511,98,465,-0.1,-19.7,15.7,55.588325
672-NE_ABMI Ecosystem Health 2016,672,ABMI Ecosystem Health 2016,672-NE,55.52975,-110.113976,Boreal,Central Mixedwood,Lower Athabasca,21.1,504,97,465,-0.2,-19.8,15.7,55.52975
672-NW_ABMI Ecosystem Health 2016,672,ABMI Ecosystem Health 2016,672-NW,55.52975,-110.113976,Boreal,Central Mixedwood,Lower Athabasca,21.1,504,97,465,-0.2,-19.8,15.7,55.52975
672-SE_ABMI Ecosystem Health 2016,672,ABMI Ecosystem Health 2016,672-SE,55.52975,-110.11398,Boreal,Central Mixedwood,Lower Athabasca,21.1,504,97,465,-0.2,-19.8,15.7,55.52975
672-SW_ABMI Ecosystem Health 2016,672,ABMI Ecosystem Health 2016,672-SW,55.52975,-110.11398,Boreal,Central Mixedwood,Lower Athabasca,21.1,504,97,465,-0.2,-19.8,15.7,55.52975
676-NE_ABMI Ecosystem Health 2019,676,ABMI Ecosystem Health 2019,676-NE,56.161647,-118.7116,Boreal,Dry Mixedwood,Upper Peace,25.9,513,111,424,1,-16.5,15.7,56.161647
676-NW_ABMI Ecosystem Health 2019,676,ABMI Ecosystem Health 2019,676-NW,56.161647,-118.7116,Boreal,Dry Mixedwood,Upper Peace,25.9,513,111,424,1,-16.5,15.7,56.161647
676-SE_ABMI Ecosystem Health 2019,676,ABMI Ecosystem Health 2019,676-SE,56.161647,-118.711601,Boreal,Dry Mixedwood,Upper Peace,25.9,513,111,424,1,-16.5,15.7,56.161647
676-SW_ABMI Ecosystem Health 2019,676,ABMI Ecosystem Health 2019,676-SW,56.161647,-118.7116,Boreal,Dry Mixedwood,Upper Peace,25.9,513,111,424,1,-16.5,15.7,56.161647
677-NE_ABMI Ecosystem Health 2019,677,ABMI Ecosystem Health 2019,677-NE,56.100563,-118.411568,Boreal,Dry Mixedwood,Upper Peace,25.2,514,109,437,1,-16.6,15.5,56.100563
677-NW_ABMI Ecosystem Health 2019,677,ABMI Ecosystem Health 2019,677-NW,56.100563,-118.411568,Boreal,Dry Mixedwood,Upper Peace,25.2,514,109,437,1,-16.6,15.5,56.100563
677-SE_ABMI Ecosystem Health 2019,677,ABMI Ecosystem Health 2019,677-SE,56.100563,-118.411568,Boreal,Dry Mixedwood,Upper Peace,25.2,514,109,437,1,-16.6,15.5,56.100563
677-SW_ABMI Ecosystem Health 2019,677,ABMI Ecosystem Health 2019,677-SW,56.100563,-118.411568,Boreal,Dry Mixedwood,Upper Peace,25.2,514,109,437,1,-16.6,15.5,56.100563
678-NE_ABMI Ecosystem Health 2019,678,ABMI Ecosystem Health 2019,678-NE,56.118495,-118.093781,Boreal,Dry Mixedwood,Upper Peace,24.9,521,107,437,0.9,-17,15.6,56.118495
678-NW_ABMI Ecosystem Health 2019,678,ABMI Ecosystem Health 2019,678-NW,56.118495,-118.09378,Boreal,Dry Mixedwood,Upper Peace,24.9,521,107,437,0.9,-17,15.6,56.118495
678-SE_ABMI Ecosystem Health 2019,678,ABMI Ecosystem Health 2019,678-SE,56.118495,-118.093781,Boreal,Dry Mixedwood,Upper Peace,24.9,521,107,437,0.9,-17,15.6,56.118495
678-SW_ABMI Ecosystem Health 2019,678,ABMI Ecosystem Health 2019,678-SW,56.118495,-118.093781,Boreal,Dry Mixedwood,Upper Peace,24.9,521,107,437,0.9,-17,15.6,56.118495
679-NE_ABMI Ecosystem Health 2018,679,ABMI Ecosystem Health 2018,679-NE,56.119915,-117.760071,Boreal,Dry Mixedwood,Upper Peace,24.9,535,104,438,0.9,-17.6,15.7,56.119915
679-SW_ABMI Ecosystem Health 2018,679,ABMI Ecosystem Health 2018,679-SW,56.119915,-117.760071,Boreal,Dry Mixedwood,Upper Peace,24.9,535,104,438,0.9,-17.6,15.7,56.119915
680-NE_ABMI Ecosystem Health 2018,680,ABMI Ecosystem Health 2018,680-NE,56.062007,-117.44726,Boreal,Dry Mixedwood,Lower Peace,28.6,550,106,388,1.1,-17.8,16.1,56.062007
680-SW_ABMI Ecosystem Health 2018,680,ABMI Ecosystem Health 2018,680-SW,56.062007,-117.447258,Boreal,Dry Mixedwood,Lower Peace,28.6,550,106,388,1.1,-17.8,16.1,56.062007
681-NE_ABMI Ecosystem Health 2018,681,ABMI Ecosystem Health 2018,681-NE,56.05672,-117.071121,Boreal,Dry Mixedwood,Lower Peace,24.7,554,99,437,0.8,-18.3,15.8,56.05672
681-SW_ABMI Ecosystem Health 2018,681,ABMI Ecosystem Health 2018,681-SW,56.05672,-117.071121,Boreal,Dry Mixedwood,Lower Peace,24.7,554,99,437,0.8,-18.3,15.8,56.05672
685-NE_ABMI Ecosystem Health 2019,685,ABMI Ecosystem Health 2019,685-NE,55.952091,-115.889046,Boreal,Central Mixedwood,Upper Athabasca,20.8,516,99,510,0.6,-17.4,15.2,55.952091
685-NW_ABMI Ecosystem Health 2019,685,ABMI Ecosystem Health 2019,685-NW,55.952091,-115.889046,Boreal,Central Mixedwood,Upper Athabasca,20.8,516,99,510,0.6,-17.4,15.2,55.952091
685-SE_ABMI Ecosystem Health 2019,685,ABMI Ecosystem Health 2019,685-SE,55.952091,-115.889046,Boreal,Central Mixedwood,Upper Athabasca,20.8,516,99,510,0.6,-17.4,15.2,55.952091
685-SW_ABMI Ecosystem Health 2019,685,ABMI Ecosystem Health 2019,685-SW,55.952091,-115.88905,Boreal,Central Mixedwood,Upper Athabasca,20.8,516,99,510,0.6,-17.4,15.2,55.952091
686-NE_ABMI Ecosystem Health 2019,686,ABMI Ecosystem Health 2019,686-NE,55.919659,-115.525558,Boreal,Central Mixedwood,Lower Peace,21.1,518,103,508,0.7,-17.6,15.5,55.919659
686-SE_ABMI Ecosystem Health 2019,686,ABMI Ecosystem Health 2019,686-SE,55.919659,-115.525558,Boreal,Central Mixedwood,Lower Peace,21.1,518,103,508,0.7,-17.6,15.5,55.919659
686-SW_ABMI Ecosystem Health 2019,686,ABMI Ecosystem Health 2019,686-SW,55.919658,-115.525558,Boreal,Central Mixedwood,Lower Peace,21.1,518,103,508,0.7,-17.6,15.5,55.919658
687-NE_ABMI Ecosystem Health 2019,687,ABMI Ecosystem Health 2019,687-NE,55.888378,-115.154457,Boreal,Central Mixedwood,Lower Peace,20.6,509,103,514,0.6,-17.7,15.4,55.888378
687-NW_ABMI Ecosystem Health 2019,687,ABMI Ecosystem Health 2019,687-NW,55.888378,-115.154457,Boreal,Central Mixedwood,Lower Peace,20.6,509,103,514,0.6,-17.7,15.4,55.888378
687-SE_ABMI Ecosystem Health 2019,687,ABMI Ecosystem Health 2019,687-SE,55.888378,-115.154457,Boreal,Central Mixedwood,Lower Peace,20.6,509,103,514,0.6,-17.7,15.4,55.888378
687-SW_ABMI Ecosystem Health 2019,687,ABMI Ecosystem Health 2019,687-SW,55.888378,-115.15446,Boreal,Central Mixedwood,Lower Peace,20.6,509,103,514,0.6,-17.7,15.4,55.888378
691-NE_ABMI Ecosystem Health 2017,691,ABMI Ecosystem Health 2017,691-NE,55.805694,-113.99424,Boreal,Central Mixedwood,Lower Peace,20,517,95,490,-0.2,-21.1,15.5,55.805694
691-NW_ABMI Ecosystem Health 2017,691,ABMI Ecosystem Health 2017,691-NW,55.805694,-113.99424,Boreal,Central Mixedwood,Lower Peace,20,517,95,490,-0.2,-21.1,15.5,55.805694
691-SE_ABMI Ecosystem Health 2017,691,ABMI Ecosystem Health 2017,691-SE,55.805694,-113.99424,Boreal,Central Mixedwood,Lower Peace,20,517,95,490,-0.2,-21.1,15.5,55.805694
691-SW_ABMI Ecosystem Health 2017,691,ABMI Ecosystem Health 2017,691-SW,55.805694,-113.99424,Boreal,Central Mixedwood,Lower Peace,20,517,95,490,-0.2,-21.1,15.5,55.805694
692-NE_ABMI Ecosystem Health 2017,692,ABMI Ecosystem Health 2017,692-NE,55.78749,-113.67171,Boreal,Central Mixedwood,Lower Peace,20.4,519,95,485,-0.1,-20.6,15.5,55.78749
692-NW_ABMI Ecosystem Health 2017,692,ABMI Ecosystem Health 2017,692-NW,55.78749,-113.67171,Boreal,Central Mixedwood,Lower Peace,20.4,519,95,485,-0.1,-20.6,15.5,55.78749
692-SE_ABMI Ecosystem Health 2017,692,ABMI Ecosystem Health 2017,692-SE,55.78749,-113.671707,Boreal,Central Mixedwood,Lower Peace,20.4,519,95,485,-0.1,-20.6,15.5,55.78749
692-SW_ABMI Ecosystem Health 2017,692,ABMI Ecosystem Health 2017,692-SW,55.78749,-113.671707,Boreal,Central Mixedwood,Lower Peace,20.4,519,95,485,-0.1,-20.6,15.5,55.78749
693-NE_ABMI Ecosystem Health 2017,693,ABMI Ecosystem Health 2017,693-NE,55.743892,-113.3946,Boreal,Central Mixedwood,Lower Peace,21.1,519,94,478,0.1,-19.7,15.5,55.743892
693-NW_ABMI Ecosystem Health 2017,693,ABMI Ecosystem Health 2017,693-NW,55.743892,-113.3946,Boreal,Central Mixedwood,Lower Peace,21.1,519,94,478,0.1,-19.7,15.5,55.743892
693-SE_ABMI Ecosystem Health 2017,693,ABMI Ecosystem Health 2017,693-SE,55.743892,-113.3946,Boreal,Central Mixedwood,Lower Peace,21.1,519,94,478,0.1,-19.7,15.5,55.743892
693-SW_ABMI Ecosystem Health 2017,693,ABMI Ecosystem Health 2017,693-SW,55.743892,-113.3946,Boreal,Central Mixedwood,Lower Peace,21.1,519,94,478,0.1,-19.7,15.5,55.743892
694-NE_ABMI Ecosystem Health 2018,694,ABMI Ecosystem Health 2018,694-NE,55.672576,-113.04023,Boreal,Central Mixedwood,Lower Peace,21.7,529,93,470,0.2,-19.1,15.7,55.672576
694-SW_ABMI Ecosystem Health 2018,694,ABMI Ecosystem Health 2018,694-SW,55.672576,-113.04023,Boreal,Central Mixedwood,Lower Peace,21.7,529,93,470,0.2,-19.1,15.7,55.672576
695-NE_ABMI Ecosystem Health 2018,695,ABMI Ecosystem Health 2018,695-NE,55.677059,-112.734268,Boreal,Central Mixedwood,Lower Athabasca,22.5,529,94,463,0.4,-18.5,15.8,55.677059
695-SW_ABMI Ecosystem Health 2018,695,ABMI Ecosystem Health 2018,695-SW,55.677059,-112.734268,Boreal,Central Mixedwood,Lower Athabasca,22.5,529,94,463,0.4,-18.5,15.8,55.677059
696-NE_ABMI Ecosystem Health 2018,696,ABMI Ecosystem Health 2018,696-NE,55.653831,-112.423393,Boreal,Lower Boreal Highlands,Lower Athabasca,21.1,513,89,475,0,-18.4,15.1,55.653831
696-SW_ABMI Ecosystem Health 2018,696,ABMI Ecosystem Health 2018,696-SW,55.653831,-112.423393,Boreal,Lower Boreal Highlands,Lower Athabasca,21.1,513,89,475,0,-18.4,15.1,55.653831
697-NE_ABMI Ecosystem Health 2016,697,ABMI Ecosystem Health 2016,697-NE,55.559921,-112.072166,Boreal,Lower Boreal Highlands,Lower Athabasca,20.6,520,88,480,-0.1,-18.8,15.2,55.559921
697-NW_ABMI Ecosystem Health 2016,697,ABMI Ecosystem Health 2016,697-NW,55.559921,-112.07217,Boreal,Lower Boreal Highlands,Lower Athabasca,20.6,520,88,480,-0.1,-18.8,15.2,55.559921
697-SE_ABMI Ecosystem Health 2016,697,ABMI Ecosystem Health 2016,697-SE,55.559921,-112.072166,Boreal,Lower Boreal Highlands,Lower Athabasca,20.6,520,88,480,-0.1,-18.8,15.2,55.559921
697-SW_ABMI Ecosystem Health 2016,697,ABMI Ecosystem Health 2016,697-SW,55.559921,-112.072166,Boreal,Lower Boreal Highlands,Lower Athabasca,20.6,520,88,480,-0.1,-18.8,15.2,55.559921
698-NE_ABMI Ecosystem Health 2016,698,ABMI Ecosystem Health 2016,698-NE,55.547824,-111.749794,Boreal,Lower Boreal Highlands,Lower Athabasca,20.7,524,90,478,-0.1,-18.9,15.4,55.547824
698-NW_ABMI Ecosystem Health 2016,698,ABMI Ecosystem Health 2016,698-NW,55.547824,-111.74979,Boreal,Lower Boreal Highlands,Lower Athabasca,20.7,524,90,478,-0.1,-18.9,15.4,55.547824
698-SE_ABMI Ecosystem Health 2016,698,ABMI Ecosystem Health 2016,698-SE,55.547824,-111.749794,Boreal,Lower Boreal Highlands,Lower Athabasca,20.7,524,90,478,-0.1,-18.9,15.4,55.547824
698-SW_ABMI Ecosystem Health 2016,698,ABMI Ecosystem Health 2016,698-SW,55.547824,-111.74979,Boreal,Lower Boreal Highlands,Lower Athabasca,20.7,524,90,478,-0.1,-18.9,15.4,55.547824
699-NE_ABMI Ecosystem Health 2016,699,ABMI Ecosystem Health 2016,699-NE,55.497817,-111.417191,Boreal,Central Mixedwood,Lower Athabasca,20.6,520,91,480,-0.1,-19.1,15.4,55.497817
699-NW_ABMI Ecosystem Health 2016,699,ABMI Ecosystem Health 2016,699-NW,55.497817,-111.417191,Boreal,Central Mixedwood,Lower Athabasca,20.6,520,91,480,-0.1,-19.1,15.4,55.497817
699-SE_ABMI Ecosystem Health 2016,699,ABMI Ecosystem Health 2016,699-SE,55.497817,-111.417191,Boreal,Central Mixedwood,Lower Athabasca,20.6,520,91,480,-0.1,-19.1,15.4,55.497817
699-SW_ABMI Ecosystem Health 2016,699,ABMI Ecosystem Health 2016,699-SW,55.497817,-111.417191,Boreal,Central Mixedwood,Lower Athabasca,20.6,520,91,480,-0.1,-19.1,15.4,55.497817
7-NE_ABMI Ecosystem Health 2018,7,ABMI Ecosystem Health 2018,7-NE,59.820941,-110.375534,Canadian Shield,Kazan Uplands,Lower Athabasca,18,392,98,356,-3.6,-26,15.5,59.820941
7-SW_ABMI Ecosystem Health 2018,7,ABMI Ecosystem Health 2018,7-SW,59.820941,-110.375534,Canadian Shield,Kazan Uplands,Lower Athabasca,18,392,98,356,-3.6,-26,15.5,59.820941
707-NE_ABMI Ecosystem Health 2019,707,ABMI Ecosystem Health 2019,707-NE,55.977535,-118.796951,Boreal,Dry Mixedwood,Upper Peace,28.3,537,115,410,1.6,-16.3,16.3,55.977535
707-NW_ABMI Ecosystem Health 2019,707,ABMI Ecosystem Health 2019,707-NW,55.977535,-118.796951,Boreal,Dry Mixedwood,Upper Peace,28.3,537,115,410,1.6,-16.3,16.3,55.977535
707-SE_ABMI Ecosystem Health 2019,707,ABMI Ecosystem Health 2019,707-SE,55.977535,-118.796951,Boreal,Dry Mixedwood,Upper Peace,28.3,537,115,410,1.6,-16.3,16.3,55.977535
707-SW_ABMI Ecosystem Health 2019,707,ABMI Ecosystem Health 2019,707-SW,55.977535,-118.796951,Boreal,Dry Mixedwood,Upper Peace,28.3,537,115,410,1.6,-16.3,16.3,55.977535
708-NE_ABMI Ecosystem Health 2019,708,ABMI Ecosystem Health 2019,708-NE,55.949131,-118.42012,Parkland,Peace River Parkland,Upper Peace,26.2,527,111,431,1.3,-16.4,15.9,55.949131
708-NW_ABMI Ecosystem Health 2019,708,ABMI Ecosystem Health 2019,708-NW,55.949131,-118.42012,Parkland,Peace River Parkland,Upper Peace,26.2,527,111,431,1.3,-16.4,15.9,55.949131
708-SE_ABMI Ecosystem Health 2019,708,ABMI Ecosystem Health 2019,708-SE,55.949131,-118.42012,Parkland,Peace River Parkland,Upper Peace,26.2,527,111,431,1.3,-16.4,15.9,55.949131
708-SW_ABMI Ecosystem Health 2019,708,ABMI Ecosystem Health 2019,708-SW,55.949131,-118.42012,Parkland,Peace River Parkland,Upper Peace,26.2,527,111,431,1.3,-16.4,15.9,55.949131
