location_project,NearestSite,project,location,Lat,Long,NR,NSR,LUF,AHM,PET,FFP,MAP,MAT,MCMT,MWMT,TrueLat
1-NE_ABMI Ecosystem Health 2015,1,ABMI Ecosystem Health 2015,1-NE,59.943126,-110.282402,Canadian Shield,Kazan Uplands,Lower Athabasca,17.2,381,97,355,-3.9,-26.7,15.5,59.943126
1-NW_ABMI Ecosystem Health 2015,1,ABMI Ecosystem Health 2015,1-NW,59.943126,-110.282402,Canadian Shield,Kazan Uplands,Lower Athabasca,17.2,381,97,355,-3.9,-26.7,15.5,59.943126
1-SE_ABMI Ecosystem Health 2015,1,ABMI Ecosystem Health 2015,1-SE,59.943126,-110.282402,Canadian Shield,Kazan Uplands,Lower Athabasca,17.2,381,97,355,-3.9,-26.7,15.5,59.943126
1-SW_ABMI Ecosystem Health 2015,1,ABMI Ecosystem Health 2015,1-SW,59.943126,-110.282402,Canadian Shield,Kazan Uplands,Lower Athabasca,17.2,381,97,355,-3.9,-26.7,15.5,59.943126
1000-NE_ABMI Ecosystem Health 2020,1000,ABMI Ecosystem Health 2020,1000-NE,54.316402,-118.43872,Foothills,Lower Foothills,Upper Peace,18.6,507,106,667,2.4,-10.6,14.4,54.316402
1000-NW_ABMI Ecosystem Health 2020,1000,ABMI Ecosystem Health 2020,1000-NW,54.316402,-118.43872,Foothills,Lower Foothills,Upper Peace,18.6,507,106,667,2.4,-10.6,14.4,54.316402
1000-SE_ABMI Ecosystem Health 2020,1000,ABMI Ecosystem Health 2020,1000-SE,54.316402,-118.43872,Foothills,Lower Foothills,Upper Peace,18.6,507,106,667,2.4,-10.6,14.4,54.316402
1000-SW_ABMI Ecosystem Health 2020,1000,ABMI Ecosystem Health 2020,1000-SW,54.316402,-118.43872,Foothills,Lower Foothills,Upper Peace,18.6,507,106,667,2.4,-10.6,14.4,54.316402
1004-NE_ABMI Ecosystem Health 2022,1004,ABMI Ecosystem Health 2022,1004-NE,54.261222,-117.282227,Foothills,Lower Foothills,Upper Peace,19.2,498,104,646,2.4,-10.7,14.2,54.261222
1004-SE_ABMI Ecosystem Health 2022,1004,ABMI Ecosystem Health 2022,1004-SE,54.261222,-117.282227,Foothills,Lower Foothills,Upper Peace,19.2,498,104,646,2.4,-10.7,14.2,54.261222
1004-SW_ABMI Ecosystem Health 2022,1004,ABMI Ecosystem Health 2022,1004-SW,54.261222,-117.282227,Foothills,Lower Foothills,Upper Peace,19.2,498,104,646,2.4,-10.7,14.2,54.261222
1005-NW_ABMI Ecosystem Health 2022,1005,ABMI Ecosystem Health 2022,1005-NW,54.193382,-116.921707,Foothills,Lower Foothills,Upper Peace,20.1,520,106,617,2.4,-11.8,14.8,54.193382
1005-SE_ABMI Ecosystem Health 2022,1005,ABMI Ecosystem Health 2022,1005-SE,54.193382,-116.921707,Foothills,Lower Foothills,Upper Peace,20.1,520,106,617,2.4,-11.8,14.8,54.193382
1006-NE_ABMI Ecosystem Health 2022,1006,ABMI Ecosystem Health 2022,1006-NE,54.165481,-116.588928,Foothills,Lower Foothills,Upper Peace,20.8,543,107,601,2.5,-12.3,15.4,54.165481
1006-NW_ABMI Ecosystem Health 2022,1006,ABMI Ecosystem Health 2022,1006-NW,54.165481,-116.588928,Foothills,Lower Foothills,Upper Peace,20.8,543,107,601,2.5,-12.3,15.4,54.165481
1006-SW_ABMI Ecosystem Health 2022,1006,ABMI Ecosystem Health 2022,1006-SW,54.165481,-116.588928,Foothills,Lower Foothills,Upper Peace,20.8,543,107,601,2.5,-12.3,15.4,54.165481
1019-NW_ABMI Ecosystem Health 2022,1019,ABMI Ecosystem Health 2022,1019-NW,53.83131,-112.692451,Parkland,Central Parkland,North Saskatchewan,26.9,564,112,442,1.9,-15.6,16.4,53.83131
1019-SE_ABMI Ecosystem Health 2022,1019,ABMI Ecosystem Health 2022,1019-SE,53.83131,-112.692451,Parkland,Central Parkland,North Saskatchewan,26.9,564,112,442,1.9,-15.6,16.4,53.83131
1020-NE_ABMI Ecosystem Health 2022,1020,ABMI Ecosystem Health 2022,1020-NE,53.800498,-112.393845,Parkland,Central Parkland,North Saskatchewan,27.6,561,112,431,1.9,-15.3,16.3,53.800498
1020-NW_ABMI Ecosystem Health 2022,1020,ABMI Ecosystem Health 2022,1020-NW,53.800498,-112.393845,Parkland,Central Parkland,North Saskatchewan,27.6,561,112,431,1.9,-15.3,16.3,53.800498
1020-SE_ABMI Ecosystem Health 2022,1020,ABMI Ecosystem Health 2022,1020-SE,53.800498,-112.393845,Parkland,Central Parkland,North Saskatchewan,27.6,561,112,431,1.9,-15.3,16.3,53.800498
1020-SW_ABMI Ecosystem Health 2022,1020,ABMI Ecosystem Health 2022,1020-SW,53.800498,-112.393845,Parkland,Central Parkland,North Saskatchewan,27.6,561,112,431,1.9,-15.3,16.3,53.800498
1021-NE_ABMI Ecosystem Health 2022,1021,ABMI Ecosystem Health 2022,1021-NE,53.743743,-112.04409,Parkland,Central Parkland,North Saskatchewan,27.7,566,112,423,1.7,-16,16.4,53.743743
1021-NW_ABMI Ecosystem Health 2022,1021,ABMI Ecosystem Health 2022,1021-NW,53.743743,-112.04409,Parkland,Central Parkland,North Saskatchewan,27.7,566,112,423,1.7,-16,16.4,53.743743
1021-SW_ABMI Ecosystem Health 2022,1021,ABMI Ecosystem Health 2022,1021-SW,53.743743,-112.04409,Parkland,Central Parkland,North Saskatchewan,27.7,566,112,423,1.7,-16,16.4,53.743743
1022-NE_ABMI Ecosystem Health 2015,1022,ABMI Ecosystem Health 2015,1022-NE,53.676139,-111.788589,Boreal,Dry Mixedwood,North Saskatchewan,27.4,570,112,423,1.6,-16.4,16.4,53.676139
1022-NW_ABMI Ecosystem Health 2015,1022,ABMI Ecosystem Health 2015,1022-NW,53.676139,-111.788589,Boreal,Dry Mixedwood,North Saskatchewan,27.4,570,112,423,1.6,-16.4,16.4,53.676139
1022-SE_ABMI Ecosystem Health 2015,1022,ABMI Ecosystem Health 2015,1022-SE,53.676139,-111.788589,Boreal,Dry Mixedwood,North Saskatchewan,27.4,570,112,423,1.6,-16.4,16.4,53.676139
1022-SW_ABMI Ecosystem Health 2015,1022,ABMI Ecosystem Health 2015,1022-SW,53.676139,-111.788589,Boreal,Dry Mixedwood,North Saskatchewan,27.4,570,112,423,1.6,-16.4,16.4,53.676139
1023-NE_ABMI Ecosystem Health 2015,989,ABMI Ecosystem Health 2015,1023-NE,53.83,-111.73,Boreal,Dry Mixedwood,North Saskatchewan,28.1,580,114,423,1.9,-16.2,16.9,53.83
1023-NW_ABMI Ecosystem Health 2015,989,ABMI Ecosystem Health 2015,1023-NW,53.83,-111.73,Boreal,Dry Mixedwood,North Saskatchewan,28.1,580,114,423,1.9,-16.2,16.9,53.83
1023-SE_ABMI Ecosystem Health 2015,989,ABMI Ecosystem Health 2015,1023-SE,53.83,-111.73,Boreal,Dry Mixedwood,North Saskatchewan,28.1,580,114,423,1.9,-16.2,16.9,53.83
1023-SW_ABMI Ecosystem Health 2015,989,ABMI Ecosystem Health 2015,1023-SW,53.83,-111.73,Boreal,Dry Mixedwood,North Saskatchewan,28.1,580,114,423,1.9,-16.2,16.9,53.83
1024-NE_ABMI Ecosystem Health 2015,1024,ABMI Ecosystem Health 2015,1024-NE,53.639076,-111.22509,Boreal,Dry Mixedwood,North Saskatchewan,27.3,567,113,429,1.7,-16.4,16.6,53.639076
1024-NW_ABMI Ecosystem Health 2015,1024,ABMI Ecosystem Health 2015,1024-NW,53.639076,-111.22509,Boreal,Dry Mixedwood,North Saskatchewan,27.3,567,113,429,1.7,-16.4,16.6,53.639076
1024-SW_ABMI Ecosystem Health 2015,1024,ABMI Ecosystem Health 2015,1024-SW,53.639076,-111.22509,Boreal,Dry Mixedwood,North Saskatchewan,27.3,567,113,429,1.7,-16.4,16.6,53.639076
1025-NE_ABMI Ecosystem Health 2017,1025,ABMI Ecosystem Health 2017,1025-NE,53.581031,-110.883202,Parkland,Central Parkland,North Saskatchewan,27.9,567,115,420,1.7,-16.5,16.7,53.581031
1025-NW_ABMI Ecosystem Health 2017,1025,ABMI Ecosystem Health 2017,1025-NW,53.581031,-110.883202,Parkland,Central Parkland,North Saskatchewan,27.9,567,115,420,1.7,-16.5,16.7,53.581031
1025-SE_ABMI Ecosystem Health 2017,1025,ABMI Ecosystem Health 2017,1025-SE,53.581031,-110.883202,Parkland,Central Parkland,North Saskatchewan,27.9,567,115,420,1.7,-16.5,16.7,53.581031
1025-SW_ABMI Ecosystem Health 2017,1025,ABMI Ecosystem Health 2017,1025-SW,53.581031,-110.883202,Parkland,Central Parkland,North Saskatchewan,27.9,567,115,420,1.7,-16.5,16.7,53.581031
1026-NE_ABMI Ecosystem Health 2017,1026,ABMI Ecosystem Health 2017,1026-NE,53.58126,-110.593414,Parkland,Central Parkland,North Saskatchewan,26.9,566,113,432,1.6,-16.6,16.6,53.58126
1026-NW_ABMI Ecosystem Health 2017,1026,ABMI Ecosystem Health 2017,1026-NW,53.58126,-110.593414,Parkland,Central Parkland,North Saskatchewan,26.9,566,113,432,1.6,-16.6,16.6,53.58126
1026-SE_ABMI Ecosystem Health 2017,1026,ABMI Ecosystem Health 2017,1026-SE,53.58126,-110.593414,Parkland,Central Parkland,North Saskatchewan,26.9,566,113,432,1.6,-16.6,16.6,53.58126
1026-SW_ABMI Ecosystem Health 2017,1026,ABMI Ecosystem Health 2017,1026-SW,53.58126,-110.593414,Parkland,Central Parkland,North Saskatchewan,26.9,566,113,432,1.6,-16.6,16.6,53.58126
1027-NE_ABMI Ecosystem Health 2017,1027,ABMI Ecosystem Health 2017,1027-NE,53.544391,-110.263603,Parkland,Central Parkland,North Saskatchewan,25.9,564,111,440,1.4,-16.8,16.5,53.544391
1027-SE_ABMI Ecosystem Health 2017,1027,ABMI Ecosystem Health 2017,1027-SE,53.544391,-110.263603,Parkland,Central Parkland,North Saskatchewan,25.9,564,111,440,1.4,-16.8,16.5,53.544391
1027-SW_ABMI Ecosystem Health 2017,1027,ABMI Ecosystem Health 2017,1027-SW,53.544391,-110.263603,Parkland,Central Parkland,North Saskatchewan,25.9,564,111,440,1.4,-16.8,16.5,53.544391
1028-NE_ABMI Ecosystem Health 2018,1028,ABMI Ecosystem Health 2018,1028-NE,53.460357,-110.05376,Parkland,Central Parkland,North Saskatchewan,26.4,566,112,432,1.4,-16.8,16.6,53.460357
1028-NW_ABMI Ecosystem Health 2018,1028,ABMI Ecosystem Health 2018,1028-NW,53.460357,-110.053764,Parkland,Central Parkland,North Saskatchewan,26.4,566,112,432,1.4,-16.8,16.6,53.460357
1028-SE_ABMI Ecosystem Health 2018,1028,ABMI Ecosystem Health 2018,1028-SE,53.460357,-110.053764,Parkland,Central Parkland,North Saskatchewan,26.4,566,112,432,1.4,-16.8,16.6,53.460357
1028-SW_ABMI Ecosystem Health 2018,1028,ABMI Ecosystem Health 2018,1028-SW,53.460357,-110.053764,Parkland,Central Parkland,North Saskatchewan,26.4,566,112,432,1.4,-16.8,16.6,53.460357
1032-SE_ABMI Ecosystem Health 2020,1032,ABMI Ecosystem Health 2020,1032-SE,54.192703,-119.04585,Rocky Mountain,Subalpine,Upper Peace,16.5,426,89,667,1,-9.3,11.9,54.192703
1032-SW_ABMI Ecosystem Health 2020,1032,ABMI Ecosystem Health 2020,1032-SW,54.192703,-119.04585,Rocky Mountain,Subalpine,Upper Peace,16.5,426,89,667,1,-9.3,11.9,54.192703
1033-NE_ABMI Ecosystem Health 2020,1033,ABMI Ecosystem Health 2020,1033-NE,54.156841,-118.75561,Foothills,Upper Foothills,Upper Peace,20.1,510,105,633,2.7,-9.5,14.3,54.156841
1033-NW_ABMI Ecosystem Health 2020,1033,ABMI Ecosystem Health 2020,1033-NW,54.156841,-118.75561,Foothills,Upper Foothills,Upper Peace,20.1,510,105,633,2.7,-9.5,14.3,54.156841
1033-SE_ABMI Ecosystem Health 2020,1033,ABMI Ecosystem Health 2020,1033-SE,54.156841,-118.75561,Foothills,Upper Foothills,Upper Peace,20.1,510,105,633,2.7,-9.5,14.3,54.156841
1033-SW_ABMI Ecosystem Health 2020,1033,ABMI Ecosystem Health 2020,1033-SW,54.156841,-118.75561,Foothills,Upper Foothills,Upper Peace,20.1,510,105,633,2.7,-9.5,14.3,54.156841
1034-NE_ABMI Ecosystem Health 2020,1034,ABMI Ecosystem Health 2020,1034-NE,54.112922,-118.43391,Rocky Mountain,Subalpine,Upper Peace,16.3,447,100,710,1.6,-9.5,12.8,54.112922
1034-NW_ABMI Ecosystem Health 2020,1034,ABMI Ecosystem Health 2020,1034-NW,54.112922,-118.43391,Rocky Mountain,Subalpine,Upper Peace,16.3,447,100,710,1.6,-9.5,12.8,54.112922
1034-SW_ABMI Ecosystem Health 2020,1034,ABMI Ecosystem Health 2020,1034-SW,54.112922,-118.43391,Rocky Mountain,Subalpine,Upper Peace,16.3,447,100,710,1.6,-9.5,12.8,54.112922
1038-NE_ABMI Ecosystem Health 2022,1038,ABMI Ecosystem Health 2022,1038-NE,54.031303,-117.230576,Foothills,Lower Foothills,Upper Peace,19.5,503,103,630,2.3,-11.1,14.2,54.031303
1038-NW_ABMI Ecosystem Health 2022,1038,ABMI Ecosystem Health 2022,1038-NW,54.031303,-117.230576,Foothills,Lower Foothills,Upper Peace,19.5,503,103,630,2.3,-11.1,14.2,54.031303
1038-SW_ABMI Ecosystem Health 2022,1038,ABMI Ecosystem Health 2022,1038-SW,54.031303,-117.230576,Foothills,Lower Foothills,Upper Peace,19.5,503,103,630,2.3,-11.1,14.2,54.031303
1039-NE_ABMI Ecosystem Health 2022,1039,ABMI Ecosystem Health 2022,1039-NE,54.04314,-116.995697,Foothills,Lower Foothills,Upper Peace,19.7,509,102,630,2.4,-10.9,14.3,54.04314
1039-NW_ABMI Ecosystem Health 2022,1039,ABMI Ecosystem Health 2022,1039-NW,54.04314,-116.995697,Foothills,Lower Foothills,Upper Peace,19.7,509,102,630,2.4,-10.9,14.3,54.04314
1039-SE_ABMI Ecosystem Health 2022,1039,ABMI Ecosystem Health 2022,1039-SE,54.04314,-116.995697,Foothills,Lower Foothills,Upper Peace,19.7,509,102,630,2.4,-10.9,14.3,54.04314
1039-SW_ABMI Ecosystem Health 2022,1039,ABMI Ecosystem Health 2022,1039-SW,54.04314,-116.995697,Foothills,Lower Foothills,Upper Peace,19.7,509,102,630,2.4,-10.9,14.3,54.04314
1040-NE_ABMI Ecosystem Health 2022,1040,ABMI Ecosystem Health 2022,1040-NE,54.017391,-116.684761,Foothills,Upper Foothills,Upper Athabasca,19.1,497,101,638,2.2,-10.7,14,54.017391
1040-SW_ABMI Ecosystem Health 2022,1040,ABMI Ecosystem Health 2022,1040-SW,54.017391,-116.684761,Foothills,Upper Foothills,Upper Athabasca,19.1,497,101,638,2.2,-10.7,14,54.017391
1053-NE_ABMI Ecosystem Health 2022,1053,ABMI Ecosystem Health 2022,1053-NE,53.622386,-112.752403,Boreal,Dry Mixedwood,North Saskatchewan,27.5,546,115,443,2.2,-13.5,16,53.622386
1053-NW_ABMI Ecosystem Health 2022,1053,ABMI Ecosystem Health 2022,1053-NW,53.622386,-112.752403,Boreal,Dry Mixedwood,North Saskatchewan,27.5,546,115,443,2.2,-13.5,16,53.622386
1053-SE_ABMI Ecosystem Health 2022,1053,ABMI Ecosystem Health 2022,1053-SE,53.622386,-112.752403,Boreal,Dry Mixedwood,North Saskatchewan,27.5,546,115,443,2.2,-13.5,16,53.622386
1053-SW_ABMI Ecosystem Health 2022,1053,ABMI Ecosystem Health 2022,1053-SW,53.622386,-112.752403,Boreal,Dry Mixedwood,North Saskatchewan,27.5,546,115,443,2.2,-13.5,16,53.622386
1054-NE_ABMI Ecosystem Health 2022,1054,ABMI Ecosystem Health 2022,1054-NE,53.575809,-112.461479,Parkland,Central Parkland,North Saskatchewan,28,558,113,429,2,-14.9,16.2,53.575809
1054-NW_ABMI Ecosystem Health 2022,1054,ABMI Ecosystem Health 2022,1054-NW,53.575809,-112.461479,Parkland,Central Parkland,North Saskatchewan,28,558,113,429,2,-14.9,16.2,53.575809
1054-SE_ABMI Ecosystem Health 2022,1054,ABMI Ecosystem Health 2022,1054-SE,53.575809,-112.461479,Parkland,Central Parkland,North Saskatchewan,28,558,113,429,2,-14.9,16.2,53.575809
1054-SW_ABMI Ecosystem Health 2022,1054,ABMI Ecosystem Health 2022,1054-SW,53.575809,-112.461479,Parkland,Central Parkland,North Saskatchewan,28,558,113,429,2,-14.9,16.2,53.575809
1055-NE_ABMI Ecosystem Health 2022,1055,ABMI Ecosystem Health 2022,1055-NE,53.557209,-112.094841,Parkland,Central Parkland,North Saskatchewan,28.5,566,112,411,1.7,-16,16.3,53.557209
1055-NW_ABMI Ecosystem Health 2022,1055,ABMI Ecosystem Health 2022,1055-NW,53.557209,-112.094841,Parkland,Central Parkland,North Saskatchewan,28.5,566,112,411,1.7,-16,16.3,53.557209
1055-SE_ABMI Ecosystem Health 2022,1055,ABMI Ecosystem Health 2022,1055-SE,53.557209,-112.094841,Parkland,Central Parkland,North Saskatchewan,28.5,566,112,411,1.7,-16,16.3,53.557209
1056-NE_ABMI Ecosystem Health 2015,1056,ABMI Ecosystem Health 2015,1056-NE,53.557827,-111.814735,Parkland,Central Parkland,North Saskatchewan,28.1,568,113,420,1.8,-15.8,16.4,53.557827
1056-NW_ABMI Ecosystem Health 2015,1056,ABMI Ecosystem Health 2015,1056-NW,53.557827,-111.814735,Parkland,Central Parkland,North Saskatchewan,28.1,568,113,420,1.8,-15.8,16.4,53.557827
1056-SE_ABMI Ecosystem Health 2015,1056,ABMI Ecosystem Health 2015,1056-SE,53.557827,-111.814735,Parkland,Central Parkland,North Saskatchewan,28.1,568,113,420,1.8,-15.8,16.4,53.557827
1056-SW_ABMI Ecosystem Health 2015,1056,ABMI Ecosystem Health 2015,1056-SW,53.557827,-111.814735,Parkland,Central Parkland,North Saskatchewan,28.1,568,113,420,1.8,-15.8,16.4,53.557827
1057-NE_ABMI Ecosystem Health 2015,1057,ABMI Ecosystem Health 2015,1057-NE,53.477196,-111.518913,Parkland,Central Parkland,North Saskatchewan,27.9,563,115,423,1.8,-15.6,16.4,53.477196
1057-NW_ABMI Ecosystem Health 2015,1057,ABMI Ecosystem Health 2015,1057-NW,53.477196,-111.518913,Parkland,Central Parkland,North Saskatchewan,27.9,563,115,423,1.8,-15.6,16.4,53.477196
1057-SE_ABMI Ecosystem Health 2015,1057,ABMI Ecosystem Health 2015,1057-SE,53.477196,-111.518913,Parkland,Central Parkland,North Saskatchewan,27.9,563,115,423,1.8,-15.6,16.4,53.477196
1057-SW_ABMI Ecosystem Health 2015,1057,ABMI Ecosystem Health 2015,1057-SW,53.477196,-111.518913,Parkland,Central Parkland,North Saskatchewan,27.9,563,115,423,1.8,-15.6,16.4,53.477196
1058-NE_ABMI Ecosystem Health 2015,1058,ABMI Ecosystem Health 2015,1058-NE,53.439002,-111.241508,Parkland,Central Parkland,North Saskatchewan,27.5,572,113,425,1.7,-16.5,16.6,53.439002
1058-NW_ABMI Ecosystem Health 2015,1058,ABMI Ecosystem Health 2015,1058-NW,53.439002,-111.241508,Parkland,Central Parkland,North Saskatchewan,27.5,572,113,425,1.7,-16.5,16.6,53.439002
1058-SE_ABMI Ecosystem Health 2015,1058,ABMI Ecosystem Health 2015,1058-SE,53.439002,-111.241508,Parkland,Central Parkland,North Saskatchewan,27.5,572,113,425,1.7,-16.5,16.6,53.439002
1058-SW_ABMI Ecosystem Health 2015,1058,ABMI Ecosystem Health 2015,1058-SW,53.439002,-111.241508,Parkland,Central Parkland,North Saskatchewan,27.5,572,113,425,1.7,-16.5,16.6,53.439002
1059-NE_ABMI Ecosystem Health 2017,1059,ABMI Ecosystem Health 2017,1059-NE,53.442836,-110.965874,Parkland,Central Parkland,North Saskatchewan,27.7,568,115,423,1.7,-16.4,16.6,53.442836
1059-NW_ABMI Ecosystem Health 2017,1059,ABMI Ecosystem Health 2017,1059-NW,53.442836,-110.965874,Parkland,Central Parkland,North Saskatchewan,27.7,568,115,423,1.7,-16.4,16.6,53.442836
1059-SE_ABMI Ecosystem Health 2017,1059,ABMI Ecosystem Health 2017,1059-SE,53.442836,-110.965874,Parkland,Central Parkland,North Saskatchewan,27.7,568,115,423,1.7,-16.4,16.6,53.442836
1059-SW_ABMI Ecosystem Health 2017,1059,ABMI Ecosystem Health 2017,1059-SW,53.442836,-110.965874,Parkland,Central Parkland,North Saskatchewan,27.7,568,115,423,1.7,-16.4,16.6,53.442836
1060-NE_ABMI Ecosystem Health 2017,1060,ABMI Ecosystem Health 2017,1060-NE,53.388893,-110.70417,Parkland,Central Parkland,North Saskatchewan,28.1,574,115,420,1.8,-16.4,16.8,53.388893
1060-NW_ABMI Ecosystem Health 2017,1060,ABMI Ecosystem Health 2017,1060-NW,53.388893,-110.70417,Parkland,Central Parkland,North Saskatchewan,28.1,574,115,420,1.8,-16.4,16.8,53.388893
1060-SE_ABMI Ecosystem Health 2017,1060,ABMI Ecosystem Health 2017,1060-SE,53.388893,-110.70417,Parkland,Central Parkland,North Saskatchewan,28.1,574,115,420,1.8,-16.4,16.8,53.388893
1060-SW_ABMI Ecosystem Health 2017,1060,ABMI Ecosystem Health 2017,1060-SW,53.388893,-110.70417,Parkland,Central Parkland,North Saskatchewan,28.1,574,115,420,1.8,-16.4,16.8,53.388893
1061-NE_ABMI Ecosystem Health 2017,1061,ABMI Ecosystem Health 2017,1061-NE,53.320686,-110.372124,Parkland,Central Parkland,North Saskatchewan,27.2,568,115,430,1.7,-16.4,16.6,53.320686
1061-NW_ABMI Ecosystem Health 2017,1061,ABMI Ecosystem Health 2017,1061-NW,53.320686,-110.372124,Parkland,Central Parkland,North Saskatchewan,27.2,568,115,430,1.7,-16.4,16.6,53.320686
1061-SE_ABMI Ecosystem Health 2017,1061,ABMI Ecosystem Health 2017,1061-SE,53.320686,-110.37212,Parkland,Central Parkland,North Saskatchewan,27.2,568,115,430,1.7,-16.4,16.6,53.320686
1061-SW_ABMI Ecosystem Health 2017,1061,ABMI Ecosystem Health 2017,1061-SW,53.320686,-110.372124,Parkland,Central Parkland,North Saskatchewan,27.2,568,115,430,1.7,-16.4,16.6,53.320686
1062-NE_ABMI Ecosystem Health 2018,1062,ABMI Ecosystem Health 2018,1062-NE,53.289909,-110.139183,Parkland,Central Parkland,North Saskatchewan,27.2,569,117,430,1.7,-16.4,16.7,53.289909
1062-NW_ABMI Ecosystem Health 2018,1062,ABMI Ecosystem Health 2018,1062-NW,53.289909,-110.139183,Parkland,Central Parkland,North Saskatchewan,27.2,569,117,430,1.7,-16.4,16.7,53.289909
1062-SE_ABMI Ecosystem Health 2018,1062,ABMI Ecosystem Health 2018,1062-SE,53.289909,-110.139183,Parkland,Central Parkland,North Saskatchewan,27.2,569,117,430,1.7,-16.4,16.7,53.289909
1062-SW_ABMI Ecosystem Health 2018,1062,ABMI Ecosystem Health 2018,1062-SW,53.289909,-110.139183,Parkland,Central Parkland,North Saskatchewan,27.2,569,117,430,1.7,-16.4,16.7,53.289909
1065-NE_ABMI Ecosystem Health 2022,1065,ABMI Ecosystem Health 2022,1065-NE,53.984767,-119.137558,Rocky Mountain,Montane,Upper Peace,21.8,539,104,600,3.1,-9.1,14.8,53.984767
1065-NW_ABMI Ecosystem Health 2022,1065,ABMI Ecosystem Health 2022,1065-NW,53.984767,-119.137558,Rocky Mountain,Montane,Upper Peace,21.8,539,104,600,3.1,-9.1,14.8,53.984767
1065-SW_ABMI Ecosystem Health 2022,1065,ABMI Ecosystem Health 2022,1065-SW,53.984767,-119.137558,Rocky Mountain,Montane,Upper Peace,21.8,539,104,600,3.1,-9.1,14.8,53.984767
1066-NW_ABMI Ecosystem Health 2022,1066,ABMI Ecosystem Health 2022,1066-NW,53.984592,-118.788918,Rocky Mountain,Subalpine,Upper Peace,17.7,464,86,643,1.4,-8.9,12.3,53.984592
1067-NE_ABMI Ecosystem Health 2022,1067,ABMI Ecosystem Health 2022,1067-NE,53.944446,-118.492996,Rocky Mountain,Subalpine,Upper Peace,18.3,459,94,629,1.5,-9.6,12.7,53.944446
1067-NW_ABMI Ecosystem Health 2022,1067,ABMI Ecosystem Health 2022,1067-NW,53.944446,-118.492996,Rocky Mountain,Subalpine,Upper Peace,18.3,459,94,629,1.5,-9.6,12.7,53.944446
1067-SW_ABMI Ecosystem Health 2022,1067,ABMI Ecosystem Health 2022,1067-SW,53.944446,-118.492996,Rocky Mountain,Subalpine,Upper Peace,18.3,459,94,629,1.5,-9.6,12.7,53.944446
1080-NE_ABMI Ecosystem Health 2020,1080,ABMI Ecosystem Health 2020,1080-NE,53.664287,-114.56208,Boreal,Dry Mixedwood,Upper Athabasca,22.3,551,109,546,2.2,-13.4,15.8,53.664287
1080-NW_ABMI Ecosystem Health 2020,1080,ABMI Ecosystem Health 2020,1080-NW,53.664287,-114.56208,Boreal,Dry Mixedwood,Upper Athabasca,22.3,551,109,546,2.2,-13.4,15.8,53.664287
1080-SW_ABMI Ecosystem Health 2020,1080,ABMI Ecosystem Health 2020,1080-SW,53.664287,-114.56208,Boreal,Dry Mixedwood,Upper Athabasca,22.3,551,109,546,2.2,-13.4,15.8,53.664287
1081-NE_ABMI Ecosystem Health 2021,1081,ABMI Ecosystem Health 2021,1081-NE,53.646213,-114.33432,Boreal,Dry Mixedwood,Upper Athabasca,22.8,550,111,535,2.2,-13.4,15.8,53.646213
1081-NW_ABMI Ecosystem Health 2021,1081,ABMI Ecosystem Health 2021,1081-NW,53.646213,-114.33432,Boreal,Dry Mixedwood,Upper Athabasca,22.8,550,111,535,2.2,-13.4,15.8,53.646213
1081-SE_ABMI Ecosystem Health 2021,1081,ABMI Ecosystem Health 2021,1081-SE,53.646213,-114.33432,Boreal,Dry Mixedwood,Upper Athabasca,22.8,550,111,535,2.2,-13.4,15.8,53.646213
1081-SW_ABMI Ecosystem Health 2021,1081,ABMI Ecosystem Health 2021,1081-SW,53.646213,-114.33432,Boreal,Dry Mixedwood,Upper Athabasca,22.8,550,111,535,2.2,-13.4,15.8,53.646213
1082-NE_ABMI Ecosystem Health 2021,1082,ABMI Ecosystem Health 2021,1082-NE,53.588359,-113.994789,Boreal,Dry Mixedwood,North Saskatchewan,23.1,557,113,527,2.2,-14.1,16.1,53.588359
1082-NW_ABMI Ecosystem Health 2021,1082,ABMI Ecosystem Health 2021,1082-NW,53.588359,-113.994789,Boreal,Dry Mixedwood,North Saskatchewan,23.1,557,113,527,2.2,-14.1,16.1,53.588359
1082-SE_ABMI Ecosystem Health 2021,1082,ABMI Ecosystem Health 2021,1082-SE,53.588359,-113.994789,Boreal,Dry Mixedwood,North Saskatchewan,23.1,557,113,527,2.2,-14.1,16.1,53.588359
1082-SW_ABMI Ecosystem Health 2021,1082,ABMI Ecosystem Health 2021,1082-SW,53.588359,-113.994789,Boreal,Dry Mixedwood,North Saskatchewan,23.1,557,113,527,2.2,-14.1,16.1,53.588359
1086-NE_ABMI Ecosystem Health 2017,1086,ABMI Ecosystem Health 2017,1086-NE,53.474742,-112.846855,Boreal,Dry Mixedwood,North Saskatchewan,26.8,544,114,456,2.2,-13.4,15.9,53.474742
1086-NW_ABMI Ecosystem Health 2017,1086,ABMI Ecosystem Health 2017,1086-NW,53.474742,-112.846855,Boreal,Dry Mixedwood,North Saskatchewan,26.8,544,114,456,2.2,-13.4,15.9,53.474742
1086-SE_ABMI Ecosystem Health 2017,1086,ABMI Ecosystem Health 2017,1086-SE,53.474742,-112.846855,Boreal,Dry Mixedwood,North Saskatchewan,26.8,544,114,456,2.2,-13.4,15.9,53.474742
